-8.763168579489398979e+00,1.769746009981469797e+03
-8.584404166384759449e+00,1.837028220480172422e+03
-8.464495617631273561e+00,1.929846851854681518e+03
-8.377561192361140385e+00,2.156667881645148555e+03
-8.233567639669121974e+00,2.292230680078054320e+03
-8.098195641050670801e+00,2.434756715096999869e+03
-8.078796090147667641e+00,2.371675382892599373e+03
-7.882545360075457808e+00,2.488451673222996760e+03
-7.691976857041470161e+00,2.558060122238219265e+03
-7.500471391038415092e+00,2.579361762632204773e+03
-7.318177456756080446e+00,2.635311992373791327e+03
-7.120215548655993487e+00,2.657831155092135305e+03
-6.941253296593698607e+00,2.708623263528781536e+03
-6.752205324035569944e+00,2.730535754545968302e+03
-6.563547946462066740e+00,2.739705067096816492e+03
-6.377765347975397958e+00,2.732329353347115102e+03
-6.187670580858476654e+00,2.749018559993525741e+03
-5.996857118969847633e+00,2.772546938762528953e+03
-5.800727429578725669e+00,2.846554237884095528e+03
-5.624344551615619636e+00,2.887280879695568728e+03
-5.428234799278661704e+00,2.911178698117168096e+03
-5.246315185189925678e+00,2.937449382936854818e+03
-5.060038484047706397e+00,2.970633535070385733e+03
-4.872271663039145828e+00,3.030107232673531144e+03
-4.745349992757638802e+00,3.149527994340321584e+03
-4.569169954970742964e+00,3.236363290855677860e+03
-4.546710743354849704e+00,3.317248347349367577e+03
-4.366138681963066759e+00,3.307640314843124543e+03
-4.176337926343665075e+00,3.327334213368206747e+03
-3.989526997788384488e+00,3.274513956963062810e+03
-3.785139294925014219e+00,3.188164593429215074e+03
-3.617478975014698950e+00,3.193764535388082095e+03
-3.419258320237006821e+00,3.288642820868332819e+03
-3.230210347678878158e+00,3.304729468563870341e+03
-3.051675890123553891e+00,3.293847620041225582e+03
-2.874520351226068637e+00,3.161712369475783362e+03
-2.871253556809211016e+00,3.312012218217373629e+03
-2.712311443835196734e+00,3.113367826952489395e+03
-2.517520973858891953e+00,3.089827494930913872e+03
-2.335601359770155927e+00,3.140128639765072876e+03
-2.147887269084519879e+00,3.218212635821746062e+03
-1.957792501967599241e+00,3.278669535188439568e+03
-1.758365592133189326e+00,3.344741626958099005e+03
-1.678873594656330681e+00,3.430950482157703391e+03
-1.504916791958684108e+00,3.384385108705419498e+03
-1.356916801421067076e+00,3.353376430867639556e+03
-1.179446064207201106e+00,3.223709219772068082e+03
-9.956164406436535108e-01,3.215834467885917093e+03
-8.257076223321138109e-01,3.306302376919726157e+03
-6.395823777623805828e-01,3.341106363741208042e+03
-4.937478377526482998e-01,3.413471231595349309e+03
-4.117203380731627727e-01,3.416694645771407522e+03
-2.976921316468500445e-01,3.527647264545380040e+03
-2.030992168410891696e-01,3.711616289980405327e+03
-7.283578946890782724e-02,3.742156112504550947e+03
4.095244679708056473e-02,3.745962828373075354e+03
1.843170454679470271e-01,3.707833990532889857e+03
2.986582532696154813e-01,3.670430237271298211e+03
3.709663939175923408e-01,3.626296082207012205e+03
4.524274637615150474e-01,3.581457053980958335e+03
5.773649472861837051e-01,3.543082394783639756e+03
